Scenario;Region;Sector;Set;Name;Description;Activity unit;Capacity unit;Type;Sub type;Primary commodity group;Time slice level;Vintage
BASE;RW;TRA;.DMD.;THDTGSLH100;Heavy Duty Trucks Gasoline More than 3 t Existing;BVKM;000VEH;DMD;-;THDT;ANNUAL;0,00
BASE;RW;TRA;.DMD.;TLCVDSTLC00;Light Commercial Vehicles Diesel  Light Existing;BVKM;000VEH;DMD;-;TLCV;ANNUAL;0,00
BASE;RW;TRA;.DMD.;TLCVELCLC00;Light Commercial Vehicles Electric Light Existing;BVKM;000VEH;DMD;-;TLCV;ANNUAL;0,00
BASE;RW;TRA;.DMD.;TLCVGSLLC00;Light Commercial Vehicles Gasoline  Light Existing;BVKM;000VEH;DMD;-;TLCV;ANNUAL;0,00
BASE;RW;TRA;.DMD.;TMOPELC00;Bicycle electric  Existing;BVKM;000VEH;DMD;-;TMOP;ANNUAL;0,00
BASE;RW;TRA;.DMD.;TMOPGSL00;Mopeds Gasoline  Existing;BVKM;000VEH;DMD;-;TMOP;ANNUAL;0,00
BASE;RW;TRA;.DMD.;TMOTGSL00;Motorcycles Gasoline  Existing;BVKM;000VEH;DMD;-;TMOT;ANNUAL;0,00
BASE;RW;TRA;.DMD.;TNDFDST00;Navigation Domestic Freight Tech Existing;BTKM;BTKMA;DMD;-;TNDF;ANNUAL;0,00
BASE;RW;TRA;.PRE.;TRABDL00;Fuel Tech - Biodiesel (TRA);PJ;PJA;PRE;-;TRABDL;ANNUAL;0,00
BASE;RW;TRA;.PRE.;TRABGS00;Fuel tech - biogas (TRA);PJ;PJA;PRE;-;TRABGS;ANNUAL;0,00
BASE;RW;TRA;.PRE.;TRADST00;Fuel Tech - Diesel (TRA);PJ;PJA;PRE;-;TRADST;ANNUAL;0,00
BASE;RW;TRA;.PRE.;TRAELC00;Fuel Tech - Electricity (TRA);PJ;GW;PRE;-;TRAELC;ANNUAL;0,00
BASE;RW;TRA;.PRE.;TRAETH00;Fuel Tech - Ethanol (TRA);PJ;PJA;PRE;-;TRAETH;ANNUAL;0,00
BASE;RW;TRA;.PRE.;TRAGMX00;Fuel Tech - Reseau gas mixed (TRA);PJ;PJA;PRE;-;TRAGMX;ANNUAL;0,00
TRA-NewTechs;RW;TRA;.STG.;TSTGEVCMIDN01;TSTGEVCMIDN01;PJ;GW;STG;-;BATELCOUT;DAYNITE;0,00
TRA-NewTechs;RW;TRA;.PRE.;TCHARGHOMSMARTN01;TCHARGHOMSMARTN01;PJ;GW;PRE;-;RSDELC;DAYNITE;0,00
TRA-NewTechs;RW;TRA;.DMD.TADF.;TAVDOMBDLFN01;Transport marchandise - Aviation - Domestic - Biokerosene (New);PJ;000VEH;DMD;-;TADF;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TADP.;TAVDOMBDLPN01;Transport personne - Aviation - Domestic - Biokerosene (New);PJ;000VEH;DMD;-;TADP;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TAIF.;TAVINTHH2FN01;Transport marchandise - Aviation - International - Hydrogen (New);PJ;000VEH;DMD;-;TAIF;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TAIP.;TAVINTHH2PN01;Transport personne- Aviation - International - Hydrogen (New);PJ;000VEH;DMD;-;TAIP;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADBU.;TBUSBDLCN01;Buses BioDiesel Coach New;BVKM;000VEH;DMD;-;TBC;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADBU.;TBUSDSTCN01;Buses Diesel Coach New;BVKM;000VEH;DMD;-;TBC;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADBU.;TBUSETHCN01;Buses Ethanol Coach New;BVKM;000VEH;DMD;-;TBC;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADBU.;TBUSGH2CN01;Buses Hydrogen Gas Coach New;BVKM;000VEH;DMD;-;TBC;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADBU.;TBUSGMXCN01;Buses Gas Coach New;BVKM;000VEH;DMD;-;TBC;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADBU.;TBUSGSLCN01;Buses Gasoline Coach New;BVKM;000VEH;DMD;-;TBC;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADBU.;TBUSBDLUN01;Buses BioDiesel Urban New;BVKM;000VEH;DMD;-;TBU;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADBU.;TBUSDSTUHEVN01;Buses Plug-In Hybrid diesel Urban New;BVKM;000VEH;DMD;-;TBU;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADBU.;TBUSDSTUN01;Buses Diesel Urban New;BVKM;000VEH;DMD;-;TBU;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADBU.;TBUSELCUN01;Buses Electric Urban New;BVKM;000VEH;DMD;-;TBU;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADBU.;TBUSETHUN01;Buses Ethanol Urban New;BVKM;000VEH;DMD;-;TBU;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADBU.;TBUSGH2UN01;Buses Hydrogen Gas Urban New;BVKM;000VEH;DMD;-;TBU;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADBU.;TBUSGMXUN01;Buses Gas Urban New;BVKM;000VEH;DMD;-;TBU;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADBU.;TBUSGSLUN01;Buses Gasoline Urban New;BVKM;000VEH;DMD;-;TBU;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADCA.;TCARDSTEXN01;Cars Diesel Executive New;BVKM;000VEH;DMD;-;TCAR;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADCA.;TCARDSTHEV4EXN01;Cars PlugInHyb-40CD diesel Executive New;BVKM;000VEH;DMD;-;TCAR;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADCA.;TCARDSTHYBEXN01;Cars Hybrid Diesel Executive New;BVKM;000VEH;DMD;-;TCAR;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADCA.;TCARDSTHYBMLN01;Cars Hybrid Diesel Medium-Lower New;BVKM;000VEH;DMD;-;TCAR;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADCA.;TCARDSTHYBMUN01;Cars Hybrid Diesel Medium-Upper New;BVKM;000VEH;DMD;-;TCAR;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADCA.;TCARDSTHYBSMN01;Cars Hybrid Diesel Small New;BVKM;000VEH;DMD;-;TCAR;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADCA.;TCARDSTMLN01;Cars Diesel Medium-Lower New;BVKM;000VEH;DMD;-;TCAR;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADCA.;TCARDSTMUN01;Cars Diesel Medium-Upper New;BVKM;000VEH;DMD;-;TCAR;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADCA.;TCARDSTSMN01;Cars Diesel Small New;BVKM;000VEH;DMD;-;TCAR;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADCA.;TCARELCEXN01;Cars Electric Executive New;BVKM;000VEH;DMD;-;TCAR;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADCA.;TCARELCMLN01;Cars Electric Medium-Lower New;BVKM;000VEH;DMD;-;TCAR;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADCA.;TCARELCMUN01;Cars Electric Medium-Upper New;BVKM;000VEH;DMD;-;TCAR;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADCA.;TCARELCSMN01;Cars Electric Small New;BVKM;000VEH;DMD;-;TCAR;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADCA.;TCARGH2FCEXN01;Cars Hydrogen Fuel Cell Executive New;BVKM;000VEH;DMD;-;TCAR;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADCA.;TCARGH2FCMLN01;Cars Hydrogen Fuel Cell Medium-Lower New;BVKM;000VEH;DMD;-;TCAR;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADCA.;TCARGH2FCMUN01;Cars Hydrogen Fuel Cell Medium-Upper New;BVKM;000VEH;DMD;-;TCAR;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADCA.;TCARGH2FCSMN01;Cars Hydrogen Fuel Cell Small New;BVKM;000VEH;DMD;-;TCAR;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADCA.;TCARGMXEXN01;Cars Gas Executive New;BVKM;000VEH;DMD;-;TCAR;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADCA.;TCARGMXMLN01;Cars Gas Medium-Lower New;BVKM;000VEH;DMD;-;TCAR;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADCA.;TCARGMXMUN01;Cars Gas Medium-Upper New;BVKM;000VEH;DMD;-;TCAR;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADCA.;TCARGMXSMN01;Cars Gas Small New;BVKM;000VEH;DMD;-;TCAR;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADCA.;TCARGSLEXN01;Cars Gasoline Executive New;BVKM;000VEH;DMD;-;TCAR;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADCA.;TCARGSLHEV4EXN01;Cars PlugInHyb-40CD Gasoline Executive New;BVKM;000VEH;DMD;-;TCAR;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADCA.;TCARGSLHYBEXN01;Cars Hybrid Gasoline Executive New;BVKM;000VEH;DMD;-;TCAR;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADCA.;TCARGSLHYBMLN01;Cars Hybrid Gasoline Medium-Lower New;BVKM;000VEH;DMD;-;TCAR;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADCA.;TCARGSLHYBMUN01;Cars Hybrid Gasoline Medium-Upper New;BVKM;000VEH;DMD;-;TCAR;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADCA.;TCARGSLHYBSMN01;Cars Hybrid Gasoline Small New;BVKM;000VEH;DMD;-;TCAR;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADCA.;TCARGSLMLN01;Cars Gasoline Medium-Lower New;BVKM;000VEH;DMD;-;TCAR;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADCA.;TCARGSLMUN01;Cars Gasoline Medium-Upper New;BVKM;000VEH;DMD;-;TCAR;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADCA.;TCARGSLSMN01;Cars Gasoline Small New;BVKM;000VEH;DMD;-;TCAR;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADCA.;TCARLPGEXN01;Cars LPG Executive New;BVKM;000VEH;DMD;-;TCAR;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADCA.;TCARLPGMLN01;Cars LPG Medium-Lower New;BVKM;000VEH;DMD;-;TCAR;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADCA.;TCARLPGMUN01;Cars LPG Medium-Upper New;BVKM;000VEH;DMD;-;TCAR;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADCA.;TCARLPGSMN01;Cars LPG Small New;BVKM;000VEH;DMD;-;TCAR;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADTH.;THDTDSTH1N01;Heavy Duty Trucks Diesel More than 3 t;BVKM;000VEH;DMD;-;THDT;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADTH.;THDTDSTH2N01;Heavy Duty Trucks Diesel Less than 14 t New;BVKM;000VEH;DMD;-;THDT;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADTH.;THDTDSTH3N01;Heavy Duty Trucks Diesel  Between 14-28  New;BVKM;000VEH;DMD;-;THDT;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADTH.;THDTDSTH4N01;Heavy Duty Trucks Diesel  Between 28-40 t New;BVKM;000VEH;DMD;-;THDT;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADTH.;THDTDSTH5N01;Heavy Duty Trucks Diesel Between 40-50 t New;BVKM;000VEH;DMD;-;THDT;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADTH.;THDTDSTHYBH2N01;Heavy Duty Trucks Hybrid Diesel Less than 14 t New;BVKM;000VEH;DMD;-;THDT;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADTH.;THDTDSTHYBH3N01;Heavy Duty Trucks Hybrid Diesel Between 14-28 t New;BVKM;000VEH;DMD;-;THDT;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADTH.;THDTDSTHYBH4N01;Heavy Duty Trucks Hybrid Diesel Between 28-40 t New;BVKM;000VEH;DMD;-;THDT;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADTH.;THDTDSTHYBH5N01;Heavy Duty Trucks Hybrid Diesel Between 40-50 t New;BVKM;000VEH;DMD;-;THDT;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADTH.;THDTELCH1N01;Heavy Duty Trucks Electric More than 3 t;BVKM;000VEH;DMD;-;THDT;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADTH.;THDTELCH2N01;Heavy Duty Trucks Electric Less than 14 t New;BVKM;000VEH;DMD;-;THDT;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADTH.;THDTELCH3N01;Heavy Duty Trucks Electric Less than 14-28 t New;BVKM;000VEH;DMD;-;THDT;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADTH.;THDTELCH4N01;Heavy Duty Trucks Electric Less than 28-40 t New;BVKM;000VEH;DMD;-;THDT;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADTH.;THDTELCH5N01;Heavy Duty Trucks Electric Less than 40-50 t New;BVKM;000VEH;DMD;-;THDT;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADTH.;THDTGH2H1N01;Heavy Duty Trucks Hydrogen More than 3 t;BVKM;000VEH;DMD;-;THDT;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADTH.;THDTGH2H2N01;Heavy Duty Trucks Hydrogen Less than 14 t New;BVKM;000VEH;DMD;-;THDT;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADTH.;THDTGH2H3N01;Heavy Duty Trucks Hydrogen Less than 14-28 t New;BVKM;000VEH;DMD;-;THDT;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADTH.;THDTGH2H4N01;Heavy Duty Trucks Hydrogen Less than 28-40 t New;BVKM;000VEH;DMD;-;THDT;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADTH.;THDTGH2H5N01;Heavy Duty Trucks Hydrogen Less than 40-50 t New;BVKM;000VEH;DMD;-;THDT;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADTH.;THDTGMXH1N02;Heavy Duty Trucks CNG More than 3 t;BVKM;000VEH;DMD;-;THDT;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADTH.;THDTGMXH2N01;Heavy Duty Trucks CNG Less than 14 t New;BVKM;000VEH;DMD;-;THDT;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADTH.;THDTGMXH3N01;Heavy Duty Trucks LNG  Between 14-28 t New;BVKM;000VEH;DMD;-;THDT;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADTH.;THDTGMXH4N01;Heavy Duty Trucks LNG Between 28-40 t New;BVKM;000VEH;DMD;-;THDT;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADTH.;THDTGMXH5N01;Heavy Duty Trucks LNG Between 40-50 t New;BVKM;000VEH;DMD;-;THDT;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADTH.;THDTGSLH1N01;Heavy Duty Trucks Gasoline More than 3 t;BVKM;000VEH;DMD;-;THDT;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADTH.;THDTGSLHYBH1N01;Heavy Duty Trucks Hybrid Gasoline More than 3 t;BVKM;000VEH;DMD;-;THDT;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADTL.;TLCVBDLLCN01;Light Commercial Vehicles BioDiesel Light New;BVKM;000VEH;DMD;-;TLCV;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADTL.;TLCVDSTHYBLCN01;Light Commercial Vehicles Hybrid Diesel Light New;BVKM;000VEH;DMD;-;TLCV;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADTL.;TLCVDSTLCN01;Light Commercial Vehicles Diesel Light New;BVKM;000VEH;DMD;-;TLCV;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADTL.;TLCVELCLCN01;Light Commercial Vehicles Electric Light New;BVKM;000VEH;DMD;-;TLCV;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADTL.;TLCVETHHYBLCN01;Light Commercial Vehicles Hybrid Ethanol Light New;BVKM;000VEH;DMD;-;TLCV;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADTL.;TLCVETHLCN01;Light Commercial Vehicles Ethanol Light New;BVKM;000VEH;DMD;-;TLCV;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADTL.;TLCVGH2LCN01;Light Commercial Vehicles Hydrogen Light New;BVKM;000VEH;DMD;-;TLCV;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADTL.;TLCVGMXLCN01;Light Commercial Vehicles Gas Light New;BVKM;000VEH;DMD;-;TLCV;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADTL.;TLCVGSLLCN01;Light Commercial Vehicles Gasoline Light New;BVKM;000VEH;DMD;-;TLCV;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADMO.;TMOPGSLN01;Mopeds Gasoline New;BVKM;000VEH;DMD;-;TMOP;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADMO.;TMOTELCN01;Motorcycles Electric New;BVKM;000VEH;DMD;-;TMOT;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TRADMO.;TMOTGSLN01;Motorcycles Gasoline New;BVKM;000VEH;DMD;-;TMOT;ANNUAL;1,00
TRA-NewTechs;RW;TRA;.DMD.TNDF.;TNAINLBDLN01;Transport  Navigation  Inland  Biodiesel (New);BTKM;000VEH;DMD;-;TNDF;ANNUAL;1,00
COM-NewTechs_V02;RW;COM;.DMD.;CHBANELCHP301;Com Space Heat New heat pump - BAN - ELC301;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHBANELCHP302;Com Space Heat New heat pump - BAN - ELC302;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHBANELCHP401;Com Space Heat New heat pump - BAN - ELC401;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHBANELCHP402;Com Space Heat New heat pump - BAN - ELC402;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHBANGMXHP201;Com Space Heat New Heat Pump - BAN - GMX201;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHBANGMXHP202;Com Space Heat New Heat Pump - BAN - GMX202;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHBANLPGHP202;Com Space Heat New Heat Pump - BAN - LPG202;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHBANELCHPR201;Com Space Heat New heat pump with reno - BAN - ELC201;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHBANELCHPR202;Com Space Heat New heat pump with reno - BAN - ELC202;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHBANELCHPR301;Com Space Heat New heat pump with reno - BAN - ELC301;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHBANELCHPR401;Com Space Heat New heat pump with reno - BAN - ELC401;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHBANELCHPR402;Com Space Heat New heat pump with reno - BAN - ELC402;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CWBANELC101;Com Water Heat New Boiler - BAN - ELC101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CWBANELCHP201;Com Water Heat New Boiler - BAN - ELC201;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CWBANGEO101;Com Water Heat New Boiler - BAN - GEO101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CWBANLPG101;Com Water Heat New Boiler - BAN - LPG101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CWBANSOLE101;Com Water Heat New Boiler with back up - BAN - ELC101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CWBANSOLG101;Com Water Heat New Boiler with back up - BAN - GMX101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CWBANSOLD101;Com Water Heat New Boiler with back up - BAN - OIL101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHBPNCPS101;Com Space Heat New Boiler - BPN - CPS101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHBPNELC101;Com Space Heat New Boiler - BPN - ELC101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHBPNELC201;Com Space Heat New Boiler - BPN - ELC201;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHBPNGMX201;Com Space Heat New Boiler - BPN - GMX201;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHBPNGMX301;Com Space Heat New Boiler - BPN - GMX301;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHBPNGMX401;Com Space Heat New Boiler - BPN - GMX401;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHBPNGMX501;Com Space Heat New Boiler - BPN - GMX501;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHBPNLPG201;Com Space Heat New Boiler - BPN - LPG201;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHBPNLPG301;Com Space Heat New Boiler - BPN - LPG301;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHBPNOIL201;Com Space Heat New Boiler - BPN - OIL201;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHBPNOIL301;Com Space Heat New Boiler - BPN - OIL301;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHBPNOIL401;Com Space Heat New Boiler - BPN - OIL401;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CWBANPEL101;Com Water Heat New Boiler - BAN - PEL101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHBPNPEL101;Com Space Heat New Boiler - BPN - PEL101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHBPNGEO101;Com Space Heat New FC - BPN - GEO101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHBPNLTH101;Com Space Heat New Heat Exchanger - BPN - HET101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHBPNELCHP201;Com Space Heat New Heat pump - BPN - ELC201;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHBPNELCHP301;Com Space Heat New Heat pump - BPN - ELC301;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHBPNELCHP302;Com Space Heat New Heat pump - BPN - ELC302;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHBPNELCHP401;Com Space Heat New Heat pump - BPN - ELC401;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHBPNELCHP402;Com Space Heat New Heat pump - BPN - ELC402;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHBPNGMXHP201;Com Space Heat New Heat Pump - BPN - GMX201;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHBPNGMXHP202;Com Space Heat New Heat Pump - BPN - GMX202;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CWBANOIL101;Com Water Heat New Boiler - BAN - OIL101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHBPNLPGHP202;Com Space Heat New Heat Pump - BPN - LPG202;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHBPNELCHPR201;Com Space Heat New Heat Pump With reno - BPN - ELC201;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHBPNELCHPR202;Com Space Heat New Heat Pump With reno - BPN - ELC202;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHBPNELCHPR301;Com Space Heat New Heat Pump With reno - BPN - ELC301;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHBPNELCHPR302;Com Space Heat New Heat Pump With reno - BPN - ELC302;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHBPNELCHPR401;Com Space Heat New Heat Pump With reno - BPN - ELC401;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHBPNELCHPR402;Com Space Heat New Heat Pump With reno - BPN - ELC402;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CCCONGMXHP101;Com Space Cool New - CON - GMX101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCONCPS101;Com Space Heat New Boiler - CON - CPS101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCONELC101;Com Space Heat New Boiler - CON - ELC101;PJ;GW;DMD;-;;ANNUAL;0,00
